,text,start,duration,video_id
125,다른 말로 합골을,310.56,3.0,Fgm5umQsHxM
126,무슨 꼴로,312.419,3.541,Fgm5umQsHxM
127,곱골로 바꾸는 과정을,313.56,3.859,Fgm5umQsHxM
128,인수분해라고 해요,315.96,4.5,Fgm5umQsHxM
129,왜 인수의 뜻이 뭐라 그랬어,317.419,4.0,Fgm5umQsHxM
130,인수로 분해하는 거야 다른 말로,320.46,2.579,Fgm5umQsHxM
131,만들어 주는 거,321.419,3.72,Fgm5umQsHxM
132,합골을 곳곳으로 만들었잖아,323.039,4.261,Fgm5umQsHxM
133,얘랑 예의로 만들었잖아 이걸,325.139,3.12,Fgm5umQsHxM
134,인수분해라 그러는 거야 그러니까,327.3,4.2,Fgm5umQsHxM
135,수학에서 전개랑 인수분해는,328.259,5.22,Fgm5umQsHxM
136,방향의 차이밖에 없어요,331.5,3.84,Fgm5umQsHxM
137,전개한 것을 다시 뭐 할 수 있고,333.479,2.94,Fgm5umQsHxM
138,인수분해할 수 있고,335.34,1.98,Fgm5umQsHxM
139,다른 말로,336.419,3.301,Fgm5umQsHxM
140,학골로 전개한 것을 다시 곱불로,337.32,4.14,Fgm5umQsHxM
141,바꾸는 과정을 인수분해,339.72,3.539,Fgm5umQsHxM
142,곱고를 합골로 늘어뜨리는 과정을,341.46,3.72,Fgm5umQsHxM
143,전개다 이렇게 얘기하는 거예요 그래서,343.259,3.66,Fgm5umQsHxM
144,잘 들어와 내가이 얘기하려고 지금,345.18,3.72,Fgm5umQsHxM
145,얘기하고 전개가 인수분해는 같은,346.919,2.821,Fgm5umQsHxM
146,이야기에요,348.9,2.4,Fgm5umQsHxM
147,방향의 차이니까 이렇게 바라보면,349.74,4.56,Fgm5umQsHxM
148,이렇게 바라보면 인수분해해요,351.3,4.08,Fgm5umQsHxM
149,그러니까 여러분 이래서는 안 돼요,354.3,3.179,Fgm5umQsHxM
150,전개공식과 인수분해 공식을 따로,355.38,4.2,Fgm5umQsHxM
151,공부하는 게는 틀린 말이지 어차피,357.479,3.901,Fgm5umQsHxM
152,같은식이 될테니까,359.58,2.76,Fgm5umQsHxM
153,그런데,361.38,3.599,Fgm5umQsHxM
154,고등학교가 좀 총 10개의 곱셈공식,362.34,5.1,Fgm5umQsHxM
155,인수분해 공식 중에서,364.979,5.641,Fgm5umQsHxM
156,어떤 공식은 전개가 편할 때가 있고,367.44,4.5,Fgm5umQsHxM
157,어떤 공식은,370.62,2.94,Fgm5umQsHxM
158,인수분해 위주로,371.94,4.58,Fgm5umQsHxM
159,푸는게 더 편할 때가 있어요,373.56,2.96,Fgm5umQsHxM
160,그래서 여러분들은 어떻게 하는게 좋아,377.039,4.5,Fgm5umQsHxM
161,내가 하라는 대로 공부하십니다 내가,379.1,4.96,Fgm5umQsHxM
162,하라는 대로 알겠습니까 전개가 더,381.539,4.681,Fgm5umQsHxM
163,편한 거는 전개로 공부할 거고,384.06,4.199,Fgm5umQsHxM
164,인수분해가 훨씬 더 유용한 것은,386.22,4.38,Fgm5umQsHxM
165,인수분해 왜 방향만 바꾸면,388.259,5.041,Fgm5umQsHxM
166,똑같은식이 되는 거니까 전개와,390.6,4.26,Fgm5umQsHxM
167,인수분해는,393.3,3.959,Fgm5umQsHxM
168,둘 중에 어느 하나만,394.86,4.74,Fgm5umQsHxM
169,기억해 주시면 되는데 대부분은,397.259,5.041,Fgm5umQsHxM
170,전개공식으로,399.6,4.74,Fgm5umQsHxM
171,기억하는 것이 좋고 그 전개공식을,402.3,3.48,Fgm5umQsHxM
172,다른 말로 뭐라 그랬는데 시작,404.34,3.9,Fgm5umQsHxM
173,곱셈공식 당시의 곱셈이기 때문에,405.78,4.32,Fgm5umQsHxM
174,곱셈 공식이라고 이야기하는 거예요 그,408.24,3.72,Fgm5umQsHxM
175,중에서 첫 번째가 바로 뭐냐면,410.1,5.28,Fgm5umQsHxM
176,완전제곱식 a+b의 제곱은 a² +,411.96,6.299,Fgm5umQsHxM
177,2ab + b의 제곱이라는 거 예를,415.38,4.74,Fgm5umQsHxM
178,가지고 사람들 뭐라고 부르냐면,418.259,3.72,Fgm5umQsHxM
179,완전 제곱식 이렇게 이름을 붙여요,420.12,4.859,Fgm5umQsHxM
180,공식,421.979,3.0,Fgm5umQsHxM
181,외운다고 수학이 아니라 그랬잖아,426.0,3.96,Fgm5umQsHxM
182,여러분 이렇게 설명해야 돼요 야,427.259,5.341,Fgm5umQsHxM
183,얘가 왜 이렇게 되니 그러면,429.96,7.04,Fgm5umQsHxM
184,아무도 안 해요 미치겠어요 내가 정말,432.6,4.4,Fgm5umQsHxM
185,왜 이걸 안 할까,437.78,3.419,Fgm5umQsHxM
186,이걸 알아야 돼요 왜 이건지 여러분,447.06,5.639,Fgm5umQsHxM
187,제곱이라는게 무슨 뜻이야 두 번 곱한,449.88,4.8,Fgm5umQsHxM
188,뜻이니까이 얘기는 a+b의 제곱이라는,452.699,5.161,Fgm5umQsHxM
189,것을 a+b를 두 번 곱하란 뜻이에요,454.68,7.079,Fgm5umQsHxM
190,그래서 계산을 하면 잘 봐,457.86,7.14,Fgm5umQsHxM
191,전개 이렇게만 먹어야,461.759,6.72,Fgm5umQsHxM
192,분배법칙 뭐랑,465.0,3.479,Fgm5umQsHxM
193,똑같아,470.039,5.301,Fgm5umQsHxM
194,ab랑 같고 이렇게 하면 얼마나,471.12,4.22,Fgm5umQsHxM
195,그래서,478.08,2.339,Fgm5umQsHxM
196,a²에다가,479.099,3.841,Fgm5umQsHxM
197,AB + ab니까 2ab에다가,480.419,4.381,Fgm5umQsHxM
198,b 제곱,482.94,4.28,Fgm5umQsHxM
199,그러니까 이게 정상적인,484.8,6.06,Fgm5umQsHxM
200,방식인데이 텍솔롱 타임 너무 시간이,487.22,5.08,Fgm5umQsHxM
201,오래 걸려서,490.86,4.32,Fgm5umQsHxM
202,앞으로는 이렇게 하지 말고,492.3,4.32,Fgm5umQsHxM
203,곧바로 이렇게,495.18,3.62,Fgm5umQsHxM
204,쓰도록,496.62,2.18,Fgm5umQsHxM
205,익혀둡시다라는 말을 두 글자 공식,499.28,4.12,Fgm5umQsHxM
206,이렇게 얘기하는,501.18,3.84,Fgm5umQsHxM
207,내가 여러분한테 첫 시간에 뭐라,503.4,4.26,Fgm5umQsHxM
208,그랬어요 공식을 암기하지 말고 왜,505.02,4.26,Fgm5umQsHxM
209,그러는지 알려 그랬죠 왜 그런지,507.66,3.9,Fgm5umQsHxM
210,알았어요 몰랐어요 알았잖아요 왜,509.28,5.22,Fgm5umQsHxM
211,여기이가 생기는지 알았잖아요 여러분,511.56,4.859,Fgm5umQsHxM
212,뒤에 있는 친구한테 여기 2에 2가,514.5,4.039,Fgm5umQsHxM
213,왜 생겼어 그러면 진짜,516.419,7.341,Fgm5umQsHxM
214,대부분 배 못하니까 진짜 안 믿어지죠,518.539,5.221,Fgm5umQsHxM
215,진짜 모른다니까 그거를 아는 친구라면,533.64,4.16,Fgm5umQsHxM
216,나중에,536.1,5.9,Fgm5umQsHxM
217,그걸 아는데 여기서,537.8,4.2,Fgm5umQsHxM
218,이이가 어디 생겼는지를 모른다니까,544.2,5.36,Fgm5umQsHxM
219,같은 이거든요,546.3,3.26,Fgm5umQsHxM
220,이런 거 본 적이 있니 여러분,549.66,3.32,Fgm5umQsHxM
221,내가 여러분들한테 얘기하는 완전히,555.8,4.84,Fgm5umQsHxM
222,알아야 된다는 것은 선의 학습을,558.72,2.94,Fgm5umQsHxM
223,통해서는,560.64,2.46,Fgm5umQsHxM
224,산소 평균을 기약 평범보다 크거나,561.66,2.48,Fgm5umQsHxM
225,같다 외우면서,563.1,4.32,Fgm5umQsHxM
226,뭐를 모르냐면 왜 양수라는 조건이,564.14,5.68,Fgm5umQsHxM
227,필요한지 모른다니까,567.42,3.9,Fgm5umQsHxM
228,그럼 외운다니까,569.82,2.639,Fgm5umQsHxM
229,양수일 때만 사용할,571.32,4.199,Fgm5umQsHxM
230,양수일 때만 그리고 두 개를 더해서,572.459,5.94,Fgm5umQsHxM
231,반으로 여기이 어디서나 여기서,575.519,6.721,Fgm5umQsHxM
232,나왔거든 같은 이거든 전개공식에서,578.399,7.161,Fgm5umQsHxM
233,나왔거든요 모르잖아요,582.24,3.32,Fgm5umQsHxM
234,내기는 무슨 일을 알겠지 다 알아야,588.18,4.5,Fgm5umQsHxM
235,돼 다 이유가,590.64,3.78,Fgm5umQsHxM
236,존재하는 거니까 이렇게 이야기할,592.68,4.4,Fgm5umQsHxM
237,것이다라는 거고,594.42,2.66,Fgm5umQsHxM
238,[박수],597.95,3.139,Fgm5umQsHxM
239,따라서 앞으로,602.399,2.481,Fgm5umQsHxM
240,얘를 첫 번째 공식 완전 제곱식이라는,626.94,3.18,Fgm5umQsHxM
241,이름으로 공부할 거고요,628.56,3.6,Fgm5umQsHxM
242,앞으로 이렇게 공부할 거예요,630.12,3.42,Fgm5umQsHxM
243,완전 제곱식은,632.16,2.46,Fgm5umQsHxM
244,항 두 개짜리,633.54,2.22,Fgm5umQsHxM
245,앞에 거가 있고,634.62,2.58,Fgm5umQsHxM
246,뒤에 거가 있고,635.76,2.759,Fgm5umQsHxM
247,항 두 개짜리 전체를 제곱할 때는,637.2,3.72,Fgm5umQsHxM
248,이유는 알았으니까,638.519,4.44,Fgm5umQsHxM
249,이걸 에이지 오브라 dab+b^2,640.92,3.479,Fgm5umQsHxM
250,이러지 마시고요 이렇게 얘기했으면,642.959,2.82,Fgm5umQsHxM
251,좋겠어 얘가 앞에 꼭 얘가 뒤에,644.399,3.541,Fgm5umQsHxM
252,거잖아요 이렇게 얘기했으면 앞에 거,645.779,4.201,Fgm5umQsHxM
253,제곱하고,647.94,4.139,Fgm5umQsHxM
254,그,649.98,4.58,Fgm5umQsHxM
255,다음에 잘 봐,652.079,2.481,Fgm5umQsHxM
256,어떤 친구들 얘가 플라스미해 이렇게,654.66,5.359,Fgm5umQsHxM
257,외우는게 아니라,657.66,2.359,Fgm5umQsHxM
258,앞에 것만 두 번 곱한 걸 내다,660.18,4.38,Fgm5umQsHxM
259,쓰고요 그 다음엔,661.74,6.14,Fgm5umQsHxM
260,앞에 거랑 뒤에 거랑 이렇게 곱하는데,664.56,3.32,Fgm5umQsHxM
261,이 곱하는게 두 번 나온다는 거 조금,669.3,3.539,Fgm5umQsHxM
262,전에 보여줬지,671.16,4.08,Fgm5umQsHxM
263,그래서 동류항 처리하면,672.839,3.661,Fgm5umQsHxM
264,앞에 거랑 뒤에 거랑 곱하는 이유가,675.24,5.339,Fgm5umQsHxM
265,뭐야 아 착한 거 봐,676.5,5.579,Fgm5umQsHxM
266,원래는 이거잖아,680.579,3.0,Fgm5umQsHxM
267,그러니까 이렇게 할 때도 앞에 거랑,682.079,3.0,Fgm5umQsHxM
268,뒤에 거랑 곱할 때 이렇게 갈 때도,683.579,3.421,Fgm5umQsHxM
269,앞에 거랑 곱하게 되니까,685.079,4.44,Fgm5umQsHxM
270,앞에 거랑 뒤에 거랑 곱한 것은 두,687.0,5.579,Fgm5umQsHxM
271,번 발생하지 그런 뜻이지,689.519,5.461,Fgm5umQsHxM
272,그리고 이렇게 곱할 때는 뒤에 것만,692.579,5.401,Fgm5umQsHxM
273,두 번 곱하니까이 뜻이잖아,694.98,4.62,Fgm5umQsHxM
274,그러니까 이것들 영어로,697.98,3.859,Fgm5umQsHxM
275,에이전트,699.6,2.239,Fgm5umQsHxM
276,곱하고,702.12,2.7,Fgm5umQsHxM
277,앞에 것도 곱한 다음에 2도 곱하고,703.019,3.721,Fgm5umQsHxM
278,뒤에 것도 제곱한다 그게 끝이에요,704.82,4.44,Fgm5umQsHxM
279,그렇게 서술할 줄 알아야 돼요,706.74,4.5,Fgm5umQsHxM
280,그런데이 일하는 거를,709.26,3.54,Fgm5umQsHxM
281,잊지 않으려면,711.24,3.36,Fgm5umQsHxM
282,다음과 같은 방식도 괜찮아,712.8,3.479,Fgm5umQsHxM
283,앞에 있는 것만 두 번 곱한 걸 내다,714.6,3.179,Fgm5umQsHxM
284,쓰고,716.279,2.821,Fgm5umQsHxM
285,눈에 보이는 걸 다 곱한다 그것도,717.779,3.661,Fgm5umQsHxM
286,괜찮아요이 짠짠,719.1,4.56,Fgm5umQsHxM
287,눈에 보이는 거 앞에 거 또 시작,721.44,4.74,Fgm5umQsHxM
288,뒤에 것도 모두 여기이 강상이,723.66,4.679,Fgm5umQsHxM
289,있으니까이 세계를 곱한다라고 생각하는,726.18,4.64,Fgm5umQsHxM
290,것도 괜찮아요,728.339,2.481,Fgm5umQsHxM
291,앞에 거 두 번 곱한 거,731.82,3.3,Fgm5umQsHxM
292,따당,733.2,4.74,Fgm5umQsHxM
293,두 번째는이 짠짠,735.12,5.1,Fgm5umQsHxM
294,세 번째는 시작 뒤에 것만 두 번,737.94,3.42,Fgm5umQsHxM
295,곱한 거,740.22,2.76,Fgm5umQsHxM
296,그러니까 집중,741.36,3.96,Fgm5umQsHxM
297,x - 2y에 대해서 전체의 제곱이다,742.98,2.94,Fgm5umQsHxM
298,그러면,745.32,3.24,Fgm5umQsHxM
299,앞의게 뭐야 시작,745.92,6.32,Fgm5umQsHxM
300,x 최민아 마지막인데 한번만,748.56,3.68,Fgm5umQsHxM
301,뒤에 거는 -2y,755.579,3.601,Fgm5umQsHxM
302,앞에 거는 x,757.26,3.24,Fgm5umQsHxM
303,첫 번째 뭐라고 시작,759.18,3.959,Fgm5umQsHxM
304,앞에 걸 제곱하고 x² 두 번째는,760.5,5.94,Fgm5umQsHxM
305,뭐였어요 2랑,763.139,3.301,Fgm5umQsHxM
306,앞에 거 x랑,766.8,6.08,Fgm5umQsHxM
307,뒤에 거 마이너스 2y를 다 곱한 거,768.12,4.76,Fgm5umQsHxM
308,뒤에 거를 제곱하는 거야 무조건,779.88,4.079,Fgm5umQsHxM
309,플러스가 아니라,782.579,2.781,Fgm5umQsHxM
310,뒤에 걸 제곱하는 거야 그러니까,783.959,3.781,Fgm5umQsHxM
311,2y를 제곱하는게 아니라 다 같이,785.36,3.3,Fgm5umQsHxM
312,시작,787.74,3.18,Fgm5umQsHxM
313,-2y를 제곱하는데,788.66,4.239,Fgm5umQsHxM
314,-는 제곱하면 사라지니까,790.92,3.12,Fgm5umQsHxM
315,+,792.899,4.701,Fgm5umQsHxM
316,4y 제곱이 되더라 이런 얘기라고요,794.04,3.56,Fgm5umQsHxM
317,얘까지 하도록 하겠습니다,800.279,4.86,Fgm5umQsHxM
318,어떻게 시작 앞에 거 제곱이 짠짠,801.779,6.18,Fgm5umQsHxM
319,2랑 앞에 거 뒤에 곱하고,805.139,4.88,Fgm5umQsHxM
320,그렇게 설명하면 돼요,807.959,6.12,Fgm5umQsHxM
321,왜 그런지 여러분 다 알 거고,810.019,7.081,Fgm5umQsHxM
322,다음 시간에 뵙겠습니다,814.079,3.021,Fgm5umQsHxM
323,자 우리 오늘은요 대망의 인수분해 에 대해서 배워보도록 할겁니다 어이,0.0,11.969,LAQI9Kjiwkc
324,제법 인수 분해 까지 왔어 그러니까 인순의 정도 배웠다 싶으면 이제 어데,5.58,10.74,LAQI9Kjiwkc
325,같이 중 3이 중 서민 것보다 이렇게 뭔가 느낌이 팍,11.969,10.411,LAQI9Kjiwkc
326,이제 오지 아니 얘들아 이인수 문의 부터는 요 진짜 앞에서 우리가 배웠던,16.32,9.27,LAQI9Kjiwkc
327,제곱근 곱셈 공식 이런 것도 너무 중요한데,22.38,9.12,LAQI9Kjiwkc
328,그냥 사실 중학교 3학년 1학기 전체적인 그 내용 모두가 다 고등수학 3,25.59,10.26,LAQI9Kjiwkc
329,그리고 우리가 고등학교 이란 올라가서 첫번째 1학기 때 배우는 그,31.5,9.42,LAQI9Kjiwkc
330,내용들에 약간의 약간 워밍업이 다 그 워밍업을 중학교 3학년 1학기때,35.85,9.54,LAQI9Kjiwkc
331,하고 고요하고 대한 실전 투입이 되는 거야 그러니까 내가 이거 조그,40.92,8.94,LAQI9Kjiwkc
332,3학년 2학기 과정을 제대로 못하면 그 때 마지막 제 헤매고 막 수포자,45.39,6.3,LAQI9Kjiwkc
333,되고 막 그러는 거예요,49.86,8.28,LAQI9Kjiwkc
334,자 그렇다면 은 오늘은 대망의 인수 분 의 첫번째 시간인데 투어 많은,51.69,12.63,LAQI9Kjiwkc
335,내가 인수가 무엇인지 그 용어 보다 조금 제대로 알아야 아 인수 그 내가,58.14,9.06,LAQI9Kjiwkc
336,뭐 9 나인 수거 보구나 어떻게 해야 되는구나,64.32,7.71,LAQI9Kjiwkc
337,그릇도 우리가 좀 잘 파악할 수가 있겠죠 그러면 선생님은요 이인숙 아,67.2,10.68,LAQI9Kjiwkc
338,뭐야 라고 이야기를 하기 앞서서 예를 들어서 조금 설명을 할 건데 사실,72.03,8.79,LAQI9Kjiwkc
339,교제를 보전 앞쪽 되겠죠,77.88,7.47,LAQI9Kjiwkc
340,재미 없게 돼 있어 이인숙 음악 론 와인 짜라 꽂을 가지고는 그치 좀,80.82,10.86,LAQI9Kjiwkc
341,읽어볼까 하나의 다음 식을 2개 이상의 다음 식에 곱으로 나타낼 때 이들,85.35,11.46,LAQI9Kjiwkc
342,각 딱해 쉽고 뭐 진짜 원작 극혐 아니니 이렇게 의 경우는 누가 어떻게,91.68,10.71,LAQI9Kjiwkc
343,알아도록 그래서 선생님은 이 인수를 설명하기에 앞서서 손님 잠깐 얘기 좀,96.81,10.11,LAQI9Kjiwkc
344,해보자 우리 중학교 1학년때 로 기억을 거슬러 올라가 볼게요 자 그러면,102.39,10.17,LAQI9Kjiwkc
345,선생님이여 6 이라는 자현 수가 있어 게 내의 자연수를 선생님이 여러,106.92,10.559,LAQI9Kjiwkc
346,수들의 고배 형태를 족 나타낼 수가 있었는데 어떻게 나타내 썼냐 면 1,112.56,7.14,LAQI9Kjiwkc
347,곱하기 6 으로도 편할 수 있었고요,117.479,5.971,LAQI9Kjiwkc
348,이고 파계사 뭘 더 편할 수 있었죠 이거 솔,119.7,9.839,LAQI9Kjiwkc
349,수분 할 때 했었는데 그 소리가 1 2 3 6 이것을 우리가 6에 약수,123.45,10.83,LAQI9Kjiwkc
350,닫았고 이야기했는데 분명히 나는 123 여기 고유 계약 쑨 데 이렇게,129.539,6.301,LAQI9Kjiwkc
351,생각했었는데,134.28,7.17,LAQI9Kjiwkc
352,주먹 회랑 올라오자마자 얘들아 이코 약수 맞긴 맞아 1236 이 약수가,135.84,10.89,LAQI9Kjiwkc
353,맞긴 맞는데 우리가 앞으로 얘들을 인수 다 라고도 이야기 할 거야,141.45,10.14,LAQI9Kjiwkc
354,이런 내용을 했었어 기억은 안 나겠지만 근데 호갱님 을 약수로 거운 되지,146.73,7.14,LAQI9Kjiwkc
355,왜 굳이 인수 라고 해요,151.59,6.479,LAQI9Kjiwkc
